obj_ID,alpha,delta,u,g,r,i,z,run_ID,rerun_ID,cam_col,field_ID,spec_obj_ID,class,redshift,plate,MJD,fiber_ID
1.2376636553420475e+18,109.521576578942,38.6713155334529,19.54312,17.59217,16.7408,16.40775,16.22847,4233,301,4,19,3.608566457371304e+18,STAR,-5.635457e-05,3205,54848,208
1.2376634792558607e+18,326.70580637641,0.195045077382599,23.38391,22.97068,22.27519,21.24419,20.8054,4192,301,4,133,1.03932915759755e+19,GALAXY,0.9304429,9231,58017,398
1.2376803337911672e+18,9.36926763870599,30.906168189059,21.7879,20.88168,20.16316,19.44708,18.91866,8116,301,6,284,7.347644067428456e+18,GALAXY,0.666055,6526,56543,77
1.2376575897778918e+18,153.271519021725,50.0287422017312,24.34118,21.6397,20.09064,19.01249,18.59968,2821,301,2,71,7.499858255184942e+18,GALAXY,0.5289288,6661,56366,869
1.2376555045687137e+18,252.862720739868,41.2020358657045,20.00668,18.82076,18.45069,18.292,18.2527,2335,301,6,32,3.705386429183009e+18,STAR,-5.576538e-05,3291,54939,181
1.2376675374750103e+18,161.058193877075,22.7262954008784,15.76259,14.88128,14.49331,14.32901,14.15422,5137,301,3,315,7.235258307522614e+18,GALAXY,0.01959509,6426,56334,820
1.237678859545543e+18,0.469910678350686,12.7172865633923,20.23305,18.05852,16.76784,16.22682,15.84874,7773,301,4,313,6.925684210494888e+18,GALAXY,0.1694358,6151,56265,996
1.2376650259828575e+18,196.378620121734,35.2871595071082,20.16461,19.87435,19.60931,19.55865,19.46078,4552,301,5,162,1.1541857642764065e+19,QSO,0.9706369,10251,58173,937
1.2376627013339054e+18,257.356045625981,39.2547920866634,25.78763,22.66765,20.34498,19.39927,18.92813,4011,301,3,194,5.611592710727424e+18,GALAXY,0.3675069,4984,55827,391
1.237667537465836e+18,139.273549328975,17.7114223815292,22.85812,22.50843,22.04345,22.02438,21.09502,5137,301,3,175,1.075697263552524e+19,GALAXY,0.9324397,9554,57807,454
1.2376802774034025e+18,349.758805840578,27.3023200888117,24.04553,20.54154,19.79866,19.56763,19.492,8103,301,5,35,7.0808022163624e+18,STAR,-7.698563e-05,6289,56559,64
1.2376623378638449e+18,236.479509231856,35.3130326824325,22.33284,21.56957,21.23391,20.96498,20.79039,3926,301,6,65,1.2092226984979225e+19,QSO,1.29274,10740,58223,225
1.2376583043541235e+18,165.617085173269,59.280659601322,24.63466,23.75071,21.82231,21.73886,22.38972,2987,301,5,87,9.2145639737936e+18,STAR,-0.0001123925,8184,57426,724
1.2376583000700355e+18,156.372947977497,7.17736353662962,19.35201,17.76977,16.91543,16.42807,16.0999,2986,301,5,253,1.1238056582069882e+18,GALAXY,0.08584154,998,52750,573
1.2376613817035e+18,159.043259886024,38.2129437484263,22.16104,20.46618,18.85264,18.24081,17.89738,3704,301,1,168,5.217558251407956e+18,GALAXY,0.3572398,4634,55626,502
1.237662337335362e+18,253.15523215512,22.8637350419142,21.05033,19.93135,19.49095,19.31393,19.27954,3926,301,5,193,2.46690532241391e+18,STAR,-0.0003146576,2191,54621,213
1.2376517373882534e+18,227.292897608639,2.68494116233159,22.36829,20.05565,18.47987,17.9405,17.56013,1458,301,5,684,4.51843543220436e+18,GALAXY,0.3090529,4013,55629,724
1.2376546004874696e+18,144.996992485282,3.15093803009645,22.37224,20.96563,19.60875,18.71595,18.42382,2125,301,2,175,5.332436050995599e+18,GALAXY,0.4718348,4736,55631,633
1.23766630001823e+18,49.2306265362169,-0.547615536245182,27.15133,22.1913,20.37882,19.34112,18.79153,4849,301,2,783,1.7621081713646244e+18,GALAXY,0.5398331,1565,53002,272
1.237662336262341e+18,253.737238012012,21.0626876993606,25.25821,23.6987,21.30559,19.91954,19.30046,3926,301,3,204,4.704109686311639e+18,GALAXY,0.6195417,4178,55653,363
1.2376637890253952e+18,112.406161193523,45.07120090715,21.82564,19.55951,18.0675,17.48544,17.11671,4264,301,5,57,6.690247433983908e+18,GALAXY,0.2168917,5942,56210,546
1.237679255209116e+18,36.186328928135,-3.64302334174616,25.89141,21.37268,20.55552,19.83288,19.13343,7865,301,5,156,1.0492426018673154e+19,GALAXY,0.8004974,9319,58043,599
1.237663239272203e+18,41.8550920519489,0.500356639108128,22.82319,22.22885,22.35882,22.04231,22.40268,4136,301,5,97,8.260992985858333e+18,QSO,1.642061,7337,56686,965
1.237662195599737e+18,183.371505175255,43.211577142168,22.61895,20.912,20.51975,20.49939,20.70305,3893,301,5,167,7.473739906290048e+18,QSO,2.986763,6638,56370,59
1.23766197118088e+18,174.230279798915,6.97872751483016,21.97966,19.89003,18.37572,17.76329,17.36109,3841,301,3,63,5.367392554584398e+18,GALAXY,0.262392,4767,55946,828
1.2376619593708997e+18,210.431946421758,50.1440802664576,19.86881,19.66616,19.61041,19.57768,19.3704,3838,301,5,81,9.497104103417076e+18,QSO,2.109014,8435,57487,503
1.2376650259816123e+18,192.823485181243,35.4229902095979,25.52599,22.07403,20.54566,19.49713,19.08507,4552,301,5,143,4.4744783265312497e+18,GALAXY,0.5250449,3974,55320,553
1.237657627917812e+18,182.066421679344,51.3904687026192,18.82023,17.39589,16.7415,16.38002,16.12281,2830,301,1,408,9.930470561321062e+17,GALAXY,0.03312341,882,52370,12
1.2376570700927473e+18,44.2222934457311,-0.430426747006276,21.63795,21.41954,20.17368,19.1758,18.88689,2700,301,2,161,4.776118349112564e+18,GALAXY,0.5442697,4242,55476,185
1.2376576300636575e+18,175.768601696385,52.6703506317303,23.27272,21.99151,20.97996,20.10389,19.60611,2830,301,5,383,7.532506329665263e+18,GALAXY,0.6140077,6690,56416,858
1.2376517373872704e+18,224.985981575218,2.69376815418738,19.82665,18.72574,18.24996,17.98155,17.74792,1458,301,5,669,6.069593145522524e+17,GALAXY,0.08368304,539,52017,361
1.2376529485267604e+18,2.59675635085527,-9.21881291721356,22.24354,21.21929,19.5344,18.79419,18.37779,1740,301,5,39,8.07175301497175e+18,GALAXY,0.4282422,7169,56628,642
1.237663783134888e+18,25.6182771053912,-0.734815002664269,21.07418,20.76026,20.72256,20.46741,20.32962,4263,301,2,287,8.830523245117855e+18,QSO,1.620681,7843,56902,328
1.2376802419908938e+18,8.2768405505977,-7.8502799709463,21.53142,20.96466,20.70732,21.00818,20.13729,8095,301,3,355,8.052508263487659e+18,QSO,0.9613957,7152,56660,262
1.2376602397780877e+18,52.9261798983339,-0.656433733082643,22.78889,21.42467,19.81201,18.97208,18.45541,3438,301,2,153,1.7068720045624136e+18,STAR,0.0001238926,1516,52933,28
1.2376499629946967e+18,56.1127916188649,-5.92902898463663,21.42012,20.43807,19.26685,18.73653,18.22856,1045,301,4,147,1.839812037471922e+18,GALAXY,0.2964927,1634,53299,333
1.2376683368574492e+18,233.653486505144,17.1298699148307,23.75579,22.1678,21.4598,20.39454,19.54855,5323,301,4,35,4.4338601681121674e+18,GALAXY,0.7211892,3938,55328,241
1.2376613623747054e+18,211.853935581875,44.7688728226977,21.39275,20.51975,20.40474,20.33077,20.08719,3699,301,5,146,9.57027467717747e+18,QSO,2.624118,8500,57432,456
1.237658424628216e+18,161.415723550872,7.56443896012481,21.01549,18.40352,19.92929,16.70409,16.38097,3015,301,5,316,1.1260701006092308e+18,STAR,0.0001282357,1000,52643,619
1.237651736854332e+18,234.047759321265,1.86023872619351,26.60237,21.72163,20.2975,19.31083,19.12194,1458,301,4,729,4.564482149995272e+18,GALAXY,0.4553595,4054,55358,305
1.237661356461e+18,154.414667378593,42.5270104492025,25.84566,24.04294,21.4506,20.03534,19.79292,3698,301,2,22,5.135249085629225e+18,GALAXY,0.5790946,4561,55614,71
1.237661357544244e+18,184.565502764912,47.5536160814972,23.22344,22.04642,20.72798,19.6892,19.25424,3698,301,4,167,7.510972668843415e+18,GALAXY,0.5954217,6671,56388,343
1.2376637879586e+18,126.132430239357,58.6166378017587,21.9332,21.71128,21.43136,21.34388,21.34842,4264,301,3,163,9.197635062182728e+18,QSO,2.04264,8169,57071,577
1.2376709659214484e+18,137.81148905482,14.3735677158451,24.41601,21.88259,20.80777,19.95814,19.4159,5935,301,5,144,5.96730616539017e+18,GALAXY,0.2904431,5300,55982,133
1.237657627919516e+18,188.302986770104,51.3107329275885,21.938,19.46559,18.00318,17.48853,17.13322,2830,301,1,434,7.51437428341161e+18,GALAXY,0.2500877,6674,56416,430
1.2376633074559882e+18,1.28353773056904,26.9232234839921,22.17171,21.69438,21.47968,21.35147,20.93372,4152,301,4,115,8.663861759097199e+18,QSO,2.375356,7695,57654,225
1.2376803058639188e+18,343.849226695657,25.3472558584768,22.67751,24.06153,22.13861,20.92139,20.1441,8110,301,2,132,8.622320554794571e+18,GALAXY,0.5875528,7658,57312,651
1.23766773610401e+18,147.42020776665,18.8511224419173,20.29943,19.96657,19.86737,19.8429,19.6201,5183,301,5,113,6.510086957254859e+18,QSO,2.153105,5782,56272,486
1.2376621945297308e+18,194.823071986528,42.0155700914832,20.95838,20.9102,20.89482,20.5584,21.34566,3893,301,3,224,9.44306035806571e+18,QSO,1.733893,8387,57483,501
1.2376612109735693e+18,224.673362335998,42.1475359183711,20.82491,20.58211,20.36408,20.37712,20.48068,3664,301,3,92,9.595055208133843e+18,QSO,0.9823961,8522,58193,495
1.237678600237285e+18,13.8156128630632,16.4215509501786,25.13617,21.64981,21.24882,20.82483,20.86068,7713,301,1,319,6.985086424942139e+18,STAR,-0.0008549662,6204,56220,12
1.2376794597566062e+18,30.4781407441343,17.6262287684506,26.4807,22.82684,20.95139,19.81307,19.29475,7913,301,2,151,5.748896974125685e+18,GALAXY,0.5278555,5106,55833,189
1.237664673794884e+18,210.103985051912,35.4349235131449,25.74934,22.16022,20.65169,19.37206,18.97771,4470,301,5,152,4.342813182689303e+18,GALAXY,0.622588,3857,55272,790
1.2376788584655752e+18,345.907733889351,11.2305423360246,20.52575,18.43673,17.21592,16.68871,16.28838,7773,301,2,218,6.928880490327071e+18,GALAXY,0.1397901,6154,56237,336
1.2376576332648292e+18,150.925255482182,52.0537784989186,25.36095,22.66851,21.10597,20.00913,19.71014,2831,301,3,77,7.498688924635912e+18,GALAXY,0.6421251,6660,56370,711
1.2376623410863803e+18,240.201831588421,27.9862150408061,20.22885,18.44836,17.36108,16.84735,16.51489,3927,301,4,85,1.5673750383388529e+18,GALAXY,0.1695982,1392,52822,445
1.2376609586399163e+18,114.046588065702,19.180163163057,23.73362,22.60652,20.76279,19.66882,19.21569,3605,301,5,26,5.053193081882696e+18,GALAXY,0.5664276,4488,55571,561
1.2376529463803907e+18,5.21004662551795,-10.8495004675496,22.70795,20.20351,18.9918,18.42635,18.12919,1740,301,1,56,2.1539260172222075e+18,STAR,-0.0001191059,1913,53321,289
1.2376613607593743e+18,196.397547547491,46.207363846825,21.92345,22.89746,21.63696,20.45928,19.45187,3699,301,2,74,8.347610313911458e+18,GALAXY,0.5965328,7414,56748,685
1.2376788584801247e+18,19.8062272525644,11.5236841610038,24.61644,22.25414,20.439,19.38019,18.83102,7773,301,2,440,5.254579636608981e+18,GALAXY,0.5356874,4667,55868,17
1.237680275795346e+18,356.458372479554,26.6001440661946,21.87594,22.12268,20.79023,19.69232,18.75603,8103,301,2,74,7.336395514190256e+18,STAR,-0.000165713,6516,56571,115
1.237653652375208e+18,7.92070015082294,15.2034975109681,22.94501,22.6326,20.86606,19.64455,19.09916,1904,301,4,202,6.971640223190243e+18,GALAXY,0.5859121,6192,56269,247
1.2376802774096284e+18,5.75246012932706,27.9751143665589,19.89448,17.82949,16.75421,16.30912,15.94887,8103,301,5,130,7.070838442176043e+18,GALAXY,0.1265844,6280,56570,680
1.2376607616100603e+18,69.2906701273246,26.6243250759437,22.96088,21.62811,20.33788,19.67011,19.28709,3559,301,6,53,8.176445214556445e+18,QSO,4.396005,7262,56683,582
1.2376515397803707e+18,153.42181540299,64.8315381374898,21.25753,20.80254,20.5076,20.46721,20.47562,1412,301,5,83,7.973808520595527e+18,QSO,0.8608563,7082,56713,674
1.2376788595313216e+18,327.318876005124,10.186289119779,19.85735,17.83669,16.76011,16.25526,15.81859,7773,301,4,96,4.609643767536048e+18,GALAXY,0.07749251,4094,55481,762
1.237652947997098e+18,19.315709399634,-9.33001325767101,20.43596,19.31663,19.32137,19.36565,19.46975,1740,301,4,149,3.2247313397690143e+18,STAR,-0.0004515543,2864,54467,560
1.2376672110404567e+18,122.54613511755,14.7015938069732,22.83194,21.01875,19.50442,18.75194,18.33261,5061,301,3,55,5.065482873118939e+18,GALAXY,0.2915686,4499,55572,215
1.2376544002357988e+18,215.349635645233,62.2996152566208,20.31743,18.17908,17.08861,16.62351,16.27979,2078,301,5,193,6.824435424166154e+17,GALAXY,0.141645,606,52365,539
1.237660962944582e+18,150.517029692195,40.3543063255147,23.1038,22.38618,20.64251,19.76232,19.22447,3606,301,5,174,5.140955551245818e+18,GALAXY,0.5713852,4566,55630,351
1.2376576085751892e+18,131.07991966703,43.5072323343369,24.18559,24.28872,21.95005,20.68925,19.65184,2825,301,5,175,7.637027277176592e+18,STAR,-6.162505e-05,6783,56284,175
1.237651538725372e+18,241.117964445339,53.0670023714994,16.59483,15.22875,14.74672,14.60013,14.56466,1412,301,3,369,2.4500643713473843e+18,STAR,-9.863639e-05,2176,54243,386
1.2376637852794227e+18,18.9832574925952,0.844620559295226,22.03848,19.53211,17.95508,17.19673,16.7283,4263,301,6,242,1.2160632027108083e+18,STAR,8.075086e-05,1080,52614,332
1.2376637826009006e+18,32.2020098329992,-1.13457754735605,18.89875,18.152,17.93439,17.71705,17.60612,4263,301,1,331,4.548781612938301e+17,GALAXY,0.0355881,404,51812,53
1.237678881033093e+18,28.4848397210119,-1.94179277727206,21.55428,20.38137,18.67787,18.06365,17.66326,7778,301,4,507,4.895669624182692e+18,GALAXY,0.331774,4348,55559,934
1.2376553478135483e+18,225.593565476675,55.0379845354767,22.77836,22.04111,21.87964,21.56218,21.60257,2299,301,2,202,9.47459435842898e+18,QSO,0.822184,8415,57893,533
1.2376619513466063e+18,227.660023852935,10.3507455013649,21.22776,19.50095,18.82542,18.68063,18.57707,3836,301,6,520,6.175612767799892e+18,QSO,3.436738,5485,56063,188
1.237667209983624e+18,161.949293342944,26.733098216678,23.71579,22.3919,22.00206,21.41818,20.87172,5061,301,1,313,1.1792816773254107e+19,GALAXY,0.8978902,10474,58143,513
1.2376622246028902e+18,180.535339204959,39.649276189887,21.38205,20.10749,20.14373,20.08368,20.10613,3900,301,3,352,2.777678703126145e+18,STAR,0.0006993682,2467,54176,304
1.2376515392547067e+18,215.981196721206,64.6231389191051,25.59847,21.71638,19.97988,18.97433,18.5198,1412,301,4,254,8.021074601445709e+18,GALAXY,0.5263469,7124,56720,595
1.237670965930951e+18,160.041502227506,18.7363973651141,19.52755,18.06699,17.01898,16.53869,16.22557,5935,301,5,289,2.9196182325517614e+18,GALAXY,0.1698322,2593,54175,581
1.2376805071863816e+18,351.300610430886,33.0380926932115,25.45554,21.14486,20.30925,19.94388,19.5609,8157,301,1,69,8.037848473411016e+18,STAR,-0.0001921221,7139,56568,178
1.2376549483766093e+18,238.130485785458,54.143082956139,24.55357,21.30493,19.46505,18.75294,18.36268,2206,301,2,126,7.5538478505785e+18,GALAXY,0.4082735,6709,56429,674
1.2376487035043187e+18,185.583827376456,-0.657376585961432,21.60924,20.92776,20.59898,20.42365,20.11244,752,301,2,281,4.3314618299457434e+18,STAR,0.0007714431,3847,55588,454
1.2376555040336788e+18,255.24252794259,37.4070722652983,22.49282,21.79908,20.36143,19.51039,19.07277,2335,301,5,60,5.610461313413436e+18,GALAXY,0.5010197,4983,55836,371
1.237667781210014e+18,150.849384229126,17.7340708643592,23.00365,20.40095,18.71148,18.11993,17.7051,5194,301,1,248,5.996806337576851e+18,GALAXY,0.3130477,5326,56002,958
1.237678879952077e+18,11.8616342051801,-3.10435522758276,22.58051,22.38366,23.10257,22.37435,21.0804,7778,301,2,396,1.0526296474786224e+19,GALAXY,0.943078,9349,58068,939
1.2376709648404332e+18,121.736929450046,9.07388207303613,26.54829,22.81444,20.88042,19.6762,19.20957,5935,301,3,33,6.185948998278601e+18,GALAXY,0.5900915,5494,55857,927
1.2376556919402665e+18,222.159362892524,-2.34643114622691,21.27183,20.35372,19.99006,19.83299,19.50661,2379,301,3,87,4.5295806267693686e+18,QSO,2.238715,4023,55328,310
1.2376549499840102e+18,230.212340541229,60.278383640823,21.32412,19.99506,19.70704,19.61873,19.59468,2206,301,5,77,7.859917253369944e+18,STAR,-0.0004333394,6981,56443,36
1.237679504321676e+18,6.83161773249162,20.5594798778711,21.64511,22.83868,22.68703,20.96269,19.93199,7923,301,5,224,8.544629057035458e+18,GALAXY,0.7897244,7589,56946,635
1.2376593271055324e+18,252.248835488322,35.6383285907333,18.96014,17.64127,17.1996,16.91039,16.82809,3225,301,6,275,9.221692387250931e+17,GALAXY,0.08667155,819,52409,208
1.2376614359308045e+18,222.711359443579,42.0191261823442,23.21516,20.28082,18.6368,18.05708,17.71731,3716,301,6,219,6.815253657728342e+18,GALAXY,0.314636,6053,56091,660
1.2376487051191255e+18,195.233455688311,0.548124041851853,19.73799,18.85773,18.58872,18.49534,18.468,752,301,5,345,4.5622872537838607e+18,STAR,0.0001102772,4052,55589,512
1.237669682256872e+18,348.960509483246,8.33967169156659,23.96849,21.81474,20.26285,19.35013,18.76179,5636,301,6,49,6.944817085899102e+18,GALAXY,0.5159759,6168,56187,969
1.237660957571417e+18,124.760130201228,26.1389288255359,25.92549,23.075,20.83394,19.62104,19.05471,3605,301,3,106,5.022803135565158e+18,GALAXY,0.6303059,4461,55888,595
1.2376709653784166e+18,123.978579274551,10.085255261897,19.75418,18.51449,17.8621,17.50958,17.30067,5935,301,4,50,2.7259554767464305e+18,GALAXY,0.1410883,2421,54153,552
1.2376609624043028e+18,141.954826389744,36.5509601403523,18.2194,16.35048,15.44443,14.99248,14.65024,3606,301,4,122,1.4356084682737848e+18,GALAXY,0.08679763,1275,52996,313
1.2376511908265987e+18,148.842085106194,59.516673631165,21.27206,21.27919,20.88724,21.0051,20.68435,1331,301,3,271,9.225876573634451e+18,QSO,1.385686,8194,57401,919
1.2376682965972419e+18,194.016090356322,18.6124169506239,19.3052,17.62114,16.69391,16.24878,15.95414,5314,301,1,113,2.944254170129e+18,GALAXY,0.1154003,2615,54483,94
1.2376611379572902e+18,146.585616484317,35.5549404774129,22.56172,21.4812,21.027,20.92892,20.66487,3647,301,3,64,9.966587321502685e+18,STAR,-0.0002528593,8852,57449,441
1.2376536652522455e+18,134.923357204647,1.95734511179774,19.79778,19.6341,19.95551,20.2862,20.87505,1907,301,4,82,5.2819552247378125e+17,STAR,0.0001892063,469,51913,540
1.237670960012067e+18,37.3268490356124,22.9863195968175,23.02696,20.69342,19.09265,17.93622,17.26457,5934,301,2,86,3.6490683431739474e+18,STAR,0.0002341744,3241,54884,97
1.237660937701753e+18,131.066680314474,56.4534718842375,21.46712,19.98286,19.43307,19.24711,19.22608,3600,301,6,23,8.301348641110775e+18,STAR,-0.0004032867,7373,56990,322
1.237679434524e+18,12.6771036404245,-2.80331179357508,23.84305,22.04077,20.33806,19.42673,18.87526,7907,301,3,156,4.920201102568479e+18,GALAXY,0.4296047,4370,55534,67
1.2376507967499807e+18,130.41415125798,0.535843609602426,23.78504,21.5189,20.42913,19.53513,19.02906,1239,301,5,67,5.396458414342953e+18,STAR,0.0004488742,4793,55648,73
1.2376624731545933e+18,237.228967575465,35.3253178050645,22.94594,21.60608,19.8127,18.89331,18.49284,3958,301,2,54,5.5959252233442e+18,GALAXY,0.4786876,4970,56039,737
1.2376685043710694e+18,256.392872305989,46.1717368463906,25.63226,24.98411,22.15186,20.93587,19.75398,5362,301,4,186,9.609795807852386e+18,GALAXY,0.8834783,8535,58019,873
1.237664877807862e+18,156.281308282083,32.9819900857079,20.86802,20.75172,20.61026,20.22909,20.62678,4518,301,1,183,1.1566422386711747e+19,QSO,1.533956,10273,58466,191
1.237657629505094e+18,117.897148764913,27.045715931633,20.05735,17.87823,16.91447,16.42424,16.30694,2830,301,4,52,9.661590481246884e+17,GALAXY,0.1232525,858,52316,498
1.2376575940706964e+18,114.717608642578,27.0647881057676,21.00403,18.3976,17.26337,16.87232,16.64287,2822,301,2,38,9.998280186984141e+17,STAR,0.0001244741,888,52339,105
1.2376613865429404e+18,244.896547116254,37.5137079654634,21.64796,21.15285,20.79465,20.80231,20.44626,3705,301,2,284,5.85361803889373e+18,QSO,0.9880155,5199,56067,234
1.237659326556144e+18,221.716592783746,55.0748812110524,21.90166,21.68576,21.11331,21.32371,21.10319,3225,301,5,84,9.456698706336438e+18,QSO,1.104667,8399,57843,965
1.2376549489120384e+18,234.740386936455,56.7567794529019,24.24051,21.97603,20.18462,19.27465,18.71802,2206,301,3,104,7.646048772515191e+18,GALAXY,0.4773503,6791,56429,227
1.237670964852556e+18,149.067261958191,16.1694714176062,25.82323,23.65508,21.43324,20.79652,21.4039,5935,301,3,218,1.0795326349461707e+19,GALAXY,0.7381129,9588,57782,720
1.237663479263e+18,342.963196602357,0.0748244074827377,25.07454,22.72681,21.6577,20.3399,19.70721,4192,301,4,242,7.612400400838431e+17,STAR,3.480239e-05,676,52178,479
1.2376737066503375e+18,110.146718685884,41.1574309867152,20.47744,18.05489,16.93171,16.5168,16.27744,6573,301,6,188,3.608632702946877e+18,STAR,-0.000132332,3205,54848,449
1.2376582989860052e+18,132.939321727354,4.33218202536445,23.34844,22.91269,20.94966,19.86086,19.51213,2986,301,3,96,4.294343416014461e+18,GALAXY,0.5645781,3814,55535,586
1.2376623357159022e+18,234.122365061544,34.5423347080744,25.02521,23.04556,21.66465,20.32143,19.76307,3926,301,2,58,1.2094473836571154e+19,STAR,-1.512125e-05,10742,58198,207
1.2376637831385582e+18,34.1041286902517,-0.775961700001011,22.58978,19.99377,18.9867,18.62375,18.46461,4263,301,2,343,1.6967584356573123e+18,STAR,4.417639e-05,1507,53763,99
1.237669517435798e+18,346.115107664465,6.83428294535319,21.0053,20.42084,20.22461,20.11856,19.8596,5598,301,3,23,4.969882266430102e+18,QSO,0.790071,4414,55882,582
1.2376664642589824e+18,81.2945361189559,61.7940049542361,19.46917,17.9413,17.08539,16.65959,16.39457,4887,301,4,146,2.589623723581532e+18,STAR,-0.0003636302,2300,53682,196
1.2376583032772365e+18,153.66122113677,55.8667653876105,19.49438,19.3969,19.22528,19.22337,19.04464,2987,301,3,39,7.976131787171846e+18,QSO,0.9083701,7084,56624,934
1.2376613843835945e+18,146.51177382387,36.8067654452078,20.89831,18.68671,17.54231,17.07873,16.7541,3704,301,6,103,1.7959008365602673e+18,GALAXY,0.1755043,1595,52999,329
1.2376648531102275e+18,222.901582227849,31.0913529184827,21.39246,20.68536,20.3907,20.42373,20.20384,4512,301,3,159,4.356130467541703e+18,STAR,-0.001107038,3869,55273,86
1.2376651269263199e+18,165.871800810655,32.3724202238841,20.42328,18.16987,17.08785,16.61123,16.25132,4576,301,1,341,2.3711961185339576e+18,GALAXY,0.1457396,2106,53714,185
1.2376785986270664e+18,359.417908573498,3.5738472247729,22.11177,21.6171,21.02759,20.59836,20.3571,7712,301,6,325,1.2698145031066e+19,GALAXY,0.253897,11278,58395,894
1.2376664068470213e+18,34.8103326462447,-0.877531833878425,22.00927,21.95801,22.05674,22.09136,22.80794,4874,301,1,653,2.969077563097377e+18,QSO,0.4086972,2637,54115,289
1.237666301628318e+18,48.0442141827572,0.805459553427108,20.9239,20.11403,19.54096,19.08146,18.91695,4849,301,5,775,1.2003544796653425e+18,GALAXY,0.2030201,1066,52589,528
1.2376570700888806e+18,35.3885378384972,-0.5198713755255,23.56966,21.88996,21.37039,21.00712,20.10634,2700,301,2,102,1.0555553929579747e+19,GALAXY,0.890833,9375,58076,881
1.237660772884939e+18,157.146023109229,41.192684180473,20.95558,21.03373,20.70751,20.78924,20.49794,3562,301,3,62,9.4159194743125e+18,QSO,1.201486,8363,58140,67
1.2376648778083205e+18,157.519396214546,33.1886796684533,18.28168,17.41811,17.1188,16.98596,16.95512,4518,301,1,190,1.1566380880147798e+19,STAR,-0.000283568,10273,58466,40
1.2376623357154432e+18,233.098603873577,35.2282969904917,23.40426,22.12837,21.07154,20.40342,19.84606,3926,301,2,51,1.2094522489960684e+19,GALAXY,0.01882595,10742,58198,384
1.2376682928376387e+18,172.798374597793,18.9002142337086,24.43485,22.27608,20.53626,19.55961,19.05097,5313,301,2,90,6.619246742763492e+18,GALAXY,0.532981,5879,56047,295
1.237657589782152e+18,168.219260220284,53.2071476256214,22.23588,21.97209,20.35537,19.47309,19.08321,2821,301,2,136,7.549210114005424e+18,GALAXY,0.4495343,6705,56636,186
1.2376570700921574e+18,42.9008501215834,-0.626195300072761,21.75945,20.6319,19.25998,18.75595,18.29359,2700,301,2,152,9.086188555117792e+17,GALAXY,0.2731543,807,52295,64
1.23766778120405e+18,137.214918356154,14.415201302515,18.98633,17.49784,16.61848,16.20087,15.92765,5194,301,1,157,2.740596568095746e+18,GALAXY,0.1099519,2434,53826,568
1.237667212127634e+18,152.930080508522,26.7159978027941,22.00669,22.55902,21.81626,21.13123,21.19331,5061,301,5,260,1.083807343896457e+19,GALAXY,0.8874308,9626,57875,585
1.2376621956036037e+18,195.327424748775,42.8109005760959,22.92567,21.65787,20.03059,19.57382,19.39124,3893,301,5,226,1.641713024475621e+18,GALAXY,0.4178358,1458,53119,549
1.2376623362628657e+18,254.677857135538,20.3053386189504,24.9856,20.94883,19.16534,18.46839,17.97138,3926,301,3,212,1.6044926282739487e+18,GALAXY,0.4144156,1425,52913,310
1.2376623062021576e+18,244.816978353199,24.2387576128497,20.7544,18.79835,17.85189,17.40143,17.03783,3919,301,3,274,1.7733174257695068e+18,GALAXY,0.06760953,1575,53493,91
1.237671126974202e+18,172.88708603122,-8.56709156074951,18.39406,16.94475,16.4514,16.29561,16.22816,5973,301,1,14,3.221204383291173e+18,STAR,-3.309034e-05,2861,54583,17
1.2376543911051924e+18,123.864717304554,43.2150918531929,22.59305,21.60801,20.50802,19.81979,19.53704,2076,301,4,135,7.182165365019138e+18,GALAXY,0.5603421,6379,56340,181
1.2376515403207148e+18,171.709824136228,68.2276394238446,16.81928,15.5419,15.10111,14.94952,14.92244,1412,301,6,136,3.2179347091620106e+18,STAR,-0.0001382084,2858,54498,410
1.2376655317254147e+18,245.157311342551,14.5134487273215,18.50088,18.26868,18.22278,18.07446,18.03678,4670,301,3,317,2.479307520997353e+18,QSO,0.5066258,2202,53566,276
1.2376582034374003e+18,183.708924122661,49.0148631761261,23.96572,20.99918,19.19671,18.5972,18.12609,2964,301,1,316,7.512263220582963e+18,GALAXY,0.3376427,6672,56386,942
1.2376507946083287e+18,143.66545186574,-1.22144022094824,18.38193,17.45267,17.12079,16.99475,16.94237,1239,301,1,156,4.2414750432748073e+18,STAR,0.0002588697,3767,55214,764
1.2376613623772613e+18,219.216871086341,42.5894835022639,21.54835,19.26789,17.85456,16.64175,15.98457,3699,301,5,185,1.571883315756034e+18,STAR,0.0001689531,1396,53112,462
1.2376555034994286e+18,258.498443057876,32.098357939851,22.31947,22.10046,22.20832,21.6672,21.8553,2335,301,4,100,1.3121399285882313e+19,QSO,2.060627,11654,58543,588
1.2376792546716552e+18,34.8034590966199,-4.11707569605035,21.48895,20.99035,20.86068,20.65947,20.79064,7865,301,4,147,8.87555430078666e+18,STAR,-0.0004290846,7883,57331,310
1.2376611368901673e+18,164.974370266152,39.8573802150656,19.5041,18.15057,17.37959,16.94639,16.66818,3647,301,1,165,1.6156749377988465e+18,GALAXY,0.1095113,1435,52996,31
1.237661362378179e+18,221.799958258655,41.7479031731204,24.37075,22.46771,20.58942,19.61883,19.09285,3699,301,5,199,6.815207203362068e+18,GALAXY,0.5717137,6053,56091,491
